country,Country Code,Indicator Name,Indicator Code,1960,1961,1962,1963,1964,1965,1966,1967,1968,1969,1970,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022
Heavily indebted poor countries (HIPC),HPC,"Water productivity, total (constant 2015 US$ GDP per cubic meter of total freshwater withdrawal)",ER.GDP.FWTL.M3.KD,,,,,,,,,,,34.25569697,33.50368221,30.52037134,29.46201766,29.65024752,24.53735632,22.43804476,21.81205707,22.54457066,20.98744952,10.3571339,8.722330987,9.021338358,8.132564677,1.273208946,1.595019968,1.665924788,4.448720074,4.51712919,4.571966141,4.533432193,4.835642768,4.562237474,4.522684136,4.648745146,5.215948249,5.307241037,5.374268516,5.417894228,5.458766673,5.498095856,5.506341609,3.941704656,4.102220795,4.272668716,4.443781552,4.671747713,4.896891596,5.155887538,5.370356901,5.688174019,5.968763118,5.47346883,5.626155021,5.934771886,6.17016073,6.429262238,6.744828542,6.931785812,7.20381684,7.21773748,,
Croatia,HRV,"Water productivity, total (constant 2015 US$ GDP per cubic meter of total freshwater withdrawal)",ER.GDP.FWTL.M3.KD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,74.79437683,73.97493746,77.71359241,79.89794092,81.30380962,83.19106855,83.30435587,74.31940115,75.0194755,75.30032199,74.75733552,69.82268951,70.88037472,73.5080952,78.13651348,79.96232579,82.18959738,85.38191092,78.64273618,,
Haiti,HTI,"Water productivity, total (constant 2015 US$ GDP per cubic meter of total freshwater withdrawal)",ER.GDP.FWTL.M3.KD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11.58431743,10.17798647,8.978105421,7.406850602,7.657270718,7.90167039,8.042099926,8.144019102,8.290542476,8.289145948,8.188735287,8.203366287,8.416186537,8.234729825,8.416229135,8.493556175,8.819646844,8.979699254,9.431163251,8.898159972,9.351807169,9.39879293,9.805270434,9.974172649,10.2297617,10.41517287,10.67662197,10.85468784,10.6718303,10.31503125,,
Hungary,HUN,"Water productivity, total (constant 2015 US$ GDP per cubic meter of total freshwater withdrawal)",ER.GDP.FWTL.M3.KD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11.20812697,10.69364792,11.06877439,11.88311215,12.59985034,13.20103088,13.7112325,14.34635924,14.89187942,15.67012308,16.42594214,17.32949743,18.20835521,19.30458464,20.33025964,21.34098284,21.6133986,22.05008186,17.64007889,21.05724806,22.0456256,22.51995218,22.0568793,30.76713147,31.06058734,32.31352684,28.16294659,28.57548211,33.02093508,30.10601889,,
IBRD only,IBD,"Water productivity, total (constant 2015 US$ GDP per cubic meter of total freshwater withdrawal)",ER.GDP.FWTL.M3.KD,,,,,,,22.80313961,19.67077888,18.14405899,17.5462879,16.91862327,14.75261089,16.30308033,15.88858338,16.03678017,1.139422748,1.614460703,1.638792175,1.577199837,1.545414128,1.681054382,1.707005913,1.750865394,1.789512568,1.815007476,1.879783935,1.925153322,2.691694358,2.785249956,2.845818616,3.207169319,3.239155483,3.822247848,3.891341756,3.943145786,4.037934554,4.218255471,4.408660188,4.485302583,4.623308462,4.919714602,5.071649697,5.236090718,5.471698933,5.937868903,6.306263306,6.626599658,7.1127204,7.472549773,7.60678416,8.089858392,8.578095545,8.995652137,9.43788657,9.899256985,10.33738439,10.63570988,11.08756011,11.66551449,11.98126069,12.08674191,,
IDA & IBRD total,IBT,"Water productivity, total (constant 2015 US$ GDP per cubic meter of total freshwater withdrawal)",ER.GDP.FWTL.M3.KD,,,,,,,22.80313961,19.67077888,18.14405899,17.5462879,18.45741679,16.43888713,17.59646894,17.13608438,17.29942367,0.962161577,1.347274066,1.372591988,1.334501749,1.314599907,1.532410132,1.560386573,1.606676197,1.64535911,1.660935971,1.727388188,1.770319686,2.530105381,2.622417316,2.677717615,3.033985303,3.072835403,3.603567495,3.664963152,3.604316169,3.700264192,3.861640709,4.027300098,4.098240878,4.220869697,4.475650177,4.613477826,4.734986404,4.959195344,5.368752416,5.699328327,6.010948767,6.459949097,6.748367509,6.892375451,7.332144235,7.78267991,8.096019067,8.501339667,8.884950653,9.247146145,9.525277709,9.926224562,10.44653713,10.80230217,10.81873139,,
IDA total,IDA,"Water productivity, total (constant 2015 US$ GDP per cubic meter of total freshwater withdrawal)",ER.GDP.FWTL.M3.KD,,,,,,,,,,,34.25569697,33.50368221,30.52037134,29.46201766,29.65024752,0.366664226,0.381631407,0.390937523,0.421820204,0.429924551,0.480461199,0.507490545,0.558115475,0.582423357,0.575716956,0.643531323,0.66526475,1.554918408,1.641717316,1.666016133,1.965430579,2.03882655,2.087016104,2.069162285,1.745444402,1.840512682,1.9006337,1.934662016,1.985916325,2.015776127,2.085324839,2.147505669,2.178559242,2.31188104,2.461926153,2.599741452,2.750746523,2.900404765,3.071799047,3.231754976,3.415381651,3.61257281,3.684711816,3.892221894,4.012580766,4.084660142,4.189061849,4.326885383,4.543977456,4.814725917,4.685696039,,
IDA blend,IDB,"Water productivity, total (constant 2015 US$ GDP per cubic meter of total freshwater withdrawal)",ER.GDP.FWTL.M3.KD,,,,,,,,,,,,,,,,0.261264059,0.274485663,0.285062478,0.307726435,0.319002767,0.351272794,0.378753336,0.40314958,0.430087861,0.45146502,0.485302926,0.51154152,1.534949216,1.622495005,1.663514903,1.942987184,1.973769931,2.023605891,1.981982565,1.625439228,1.643757753,1.701948764,1.721466085,1.752691351,1.77133121,1.864505263,1.93065865,2.061594024,2.162279203,2.313832467,2.451064974,2.574333164,2.710203426,2.799986333,2.965350389,3.115684563,3.335814729,3.37349563,3.620609811,3.666895922,3.713925367,3.733726293,3.766904334,4.003456275,4.361153852,4.103000522,,
Indonesia,IDN,"Water productivity, total (constant 2015 US$ GDP per cubic meter of total freshwater withdrawal)",ER.GDP.FWTL.M3.KD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.63611962,3.689198721,3.742573272,3.80523964,3.914910847,4.060796094,4.203768924,4.23261715,3.541260182,3.442192506,3.4873522,3.408712894,3.370281053,3.350955589,3.348448204,3.374997581,3.402903139,3.465291633,3.52417281,3.543105317,3.621980602,3.705976085,3.791917,3.867288124,3.928076331,3.989135689,4.061273494,4.267171365,4.487967252,4.713231239,4.615902781,,
IDA only,IDX,"Water productivity, total (constant 2015 US$ GDP per cubic meter of total freshwater withdrawal)",ER.GDP.FWTL.M3.KD,,,,,,,,,,,34.25569697,33.50368221,30.52037134,29.46201766,29.65024752,4.673123554,4.206514031,3.747328535,3.675191365,3.304432453,3.238618514,3.006993268,3.233427809,3.014879689,1.294949577,1.528744833,1.514179733,1.607475389,1.691168535,1.672356054,2.012659815,2.172025234,2.21133932,2.239240554,1.986226611,2.23128663,2.291684548,2.350763603,2.432320236,2.482284053,2.473058869,2.528537009,2.351211605,2.532902451,2.681874863,2.815667168,3.00510743,3.17542288,3.398663224,3.551108454,3.777194997,3.938239272,4.019898192,4.175227199,4.387834356,4.495833571,4.70435767,4.974125787,5.145729266,5.295858112,5.333558289,,
Isle of Man,IMN,"Water productivity, total (constant 2015 US$ GDP per cubic meter of total freshwater withdrawal)",ER.GDP.FWTL.M3.KD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
India,IND,"Water productivity, total (constant 2015 US$ GDP per cubic meter of total freshwater withdrawal)",ER.GDP.FWTL.M3.KD,,,,,,,,,,,,,,,,0.611566675,0.603212684,0.628255173,0.645468839,0.594928723,0.618096678,0.638229518,0.64371962,0.673612941,0.68252331,0.70150662,0.734039164,0.762135069,0.834405985,0.88286251,0.930485442,0.920005475,0.949922724,0.974445708,1.018247244,1.07359317,1.132132276,1.155454075,1.203888768,1.286244927,1.311492345,1.341656476,1.359947556,1.433148226,1.621749091,1.739922894,1.869147693,2.000607657,2.050406461,2.198862029,2.372042522,2.496368742,2.632580326,2.800699706,3.008237929,3.248784268,3.517013823,3.756008397,3.998415595,4.147873112,3.874276062,,
Not classified,INX,"Water productivity, total (constant 2015 US$ GDP per cubic meter of total freshwater withdrawal)",ER.GDP.FWTL.M3.KD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ireland,IRL,"Water productivity, total (constant 2015 US$ GDP per cubic meter of total freshwater withdrawal)",ER.GDP.FWTL.M3.KD,,,,,,,,,,,,,,,,,,,,,53.33761112,54.72396933,55.58302628,55.06304122,57.06528594,58.42406537,57.7789383,60.06550374,62.77612411,65.98398359,71.09756334,71.99372089,73.91540674,75.41379059,79.24099552,89.48326071,99.06041581,113.4908576,127.5117725,145.746676,165.0837604,180.2076473,198.0913978,212.1230843,235.8392186,260.0727363,285.3666211,314.7225799,295.1519088,275.1162234,254.6989029,235.7173995,217.8054462,204.711872,207.7551126,242.4052893,232.8671446,239.8664453,246.7405924,241.7505384,255.8520178,,
"Iran, Islamic Rep.",IRN,"Water productivity, total (constant 2015 US$ GDP per cubic meter of total freshwater withdrawal)",ER.GDP.FWTL.M3.KD,,,,,,,,,,,,,,,,4.847084116,5.560320825,5.248733781,4.445350833,3.803403504,2.902006238,2.665323492,3.199482639,3.466114936,3.140799711,3.12391,2.753226393,2.686514559,2.467483641,2.562291646,2.849162098,3.145168627,3.183066517,3.07395862,2.765829117,2.611093555,2.740589354,2.741735979,2.763089464,2.782952358,2.909017003,2.940371286,3.137642975,3.366053076,3.474215166,3.585035823,3.764280274,4.071286448,4.081499537,4.12261597,4.3616427,4.477039463,4.309277121,4.243690819,4.455229261,4.39174737,4.778883706,4.910709464,4.80002877,4.672434086,4.828039619,,
Iraq,IRQ,"Water productivity, total (constant 2015 US$ GDP per cubic meter of total freshwater withdrawal)",ER.GDP.FWTL.M3.KD,,,,,,,,,,,,,,,,0.46497966,0.544209781,0.553908433,0.647639664,0.781894337,0.974318516,0.966152649,0.998230208,0.86677444,0.852962965,0.864414835,0.896806191,0.971894331,0.96349014,0.925614084,1.448633599,0.494045644,0.623030773,0.773899066,0.76792565,0.750761766,0.799409161,0.931219296,1.20832763,1.369010944,1.544398099,1.617118863,1.528817223,0.998151588,1.579541986,1.658555665,1.81154265,1.910398022,2.142695626,2.298603711,2.541580064,2.844817962,3.379432385,3.798706673,3.983013174,4.778080153,4.927755863,4.32655822,5.697229918,3.563878121,3.160297461,,
Iceland,ISL,"Water productivity, total (constant 2015 US$ GDP per cubic meter of total freshwater withdrawal)",ER.GDP.FWTL.M3.KD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,55.25250607,57.95103497,61.48205335,66.21010107,69.0922752,72.75905943,75.21778371,75.18022555,76.79110351,82.78265219,79.92840965,77.94676452,78.07723746,74.137227,63.91798885,58.24652475,56.01681577,53.66164959,56.66350059,60.9043095,62.67338289,71.62092562,66.9055192,70.17639504,71.87147505,66.95381597,,
Israel,ISR,"Water productivity, total (constant 2015 US$ GDP per cubic meter of total freshwater withdrawal)",ER.GDP.FWTL.M3.KD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,93.61884475,98.13143105,100.7966166,103.8696195,106.2403783,114.293923,117.2148929,119.7321145,108.9433492,138.3705555,145.4404179,155.0116722,165.9326318,172.9783684,176.2039645,188.0216125,204.3960904,216.1298495,232.943319,250.0463405,264.7594039,264.4984991,275.3507306,309.4933708,307.9555436,275.7073737,,
Italy,ITA,"Water productivity, total (constant 2015 US$ GDP per cubic meter of total freshwater withdrawal)",ER.GDP.FWTL.M3.KD,,,,,,,,,,,20.35938738,20.46591088,20.95470672,22.16950578,23.102339,22.34572039,23.65276026,23.97279535,24.46156145,25.6211371,26.19860548,26.74548047,27.19130633,27.85693055,29.12366212,30.32678913,31.60539666,33.08849255,34.95677774,36.65199405,37.91564248,38.03632837,37.89824817,37.13412242,37.49292259,38.13299749,38.17832722,38.44131913,38.70353605,39.38589432,40.88845963,43.28584699,45.12729907,47.06791015,49.80794239,52.55864344,55.99185327,59.6007566,36.82609743,55.61552183,56.38789493,56.60613952,54.74465276,53.629993,53.64603242,54.08219675,54.93006239,55.99784386,56.67014048,56.67477079,51.85784106,,
Jamaica,JAM,"Water productivity, total (constant 2015 US$ GDP per cubic meter of total freshwater withdrawal)",ER.GDP.FWTL.M3.KD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13.58372893,13.34513496,13.24843392,12.84743188,12.34100231,11.72076012,11.52594153,11.32355164,11.18375859,11.12399926,11.25254575,11.13189044,10.97193669,11.03511061,10.94598024,10.62257757,9.946125072,9.598226522,9.566209318,9.318450798,9.184065941,9.070568107,17.09510355,10.65486331,10.76110541,10.96448209,11.06231725,9.956085522,,
Jordan,JOR,"Water productivity, total (constant 2015 US$ GDP per cubic meter of total freshwater withdrawal)",ER.GDP.FWTL.M3.KD,,,,,,,,,,,,,,,,,12.24991352,12.80654283,14.1943996,16.59133536,17.86777887,20.29978298,21.08411132,20.02445164,20.30122734,19.21561229,18.6855431,17.73096292,16.77203542,14.02297919,13.8905024,13.30794518,14.39553447,15.42544899,16.59133953,18.06532069,18.92037081,20.06646681,21.23258484,22.76941157,24.6538391,27.7168388,27.71008606,28.68630927,28.83339778,28.89922955,29.50751107,31.4063599,33.81916696,38.19332276,37.76464307,43.52626637,41.80047772,40.41602611,38.81949488,44.44484905,43.55523778,44.47021168,44.53304117,44.48337716,43.7852224,,
Japan,JPN,"Water productivity, total (constant 2015 US$ GDP per cubic meter of total freshwater withdrawal)",ER.GDP.FWTL.M3.KD,,,,,,,,,,,,,,,,,,,,,25.60533232,26.61189774,27.39809957,28.30352504,29.45942915,30.88278168,31.80081413,33.17595874,35.27659348,36.90013352,38.56754495,39.83812814,40.10821357,40.2943488,41.11223237,42.61184448,43.86084615,44.20431742,43.44630444,43.10716339,44.10127815,45.77807886,47.41063287,48.33303685,49.59011233,50.69040759,51.59632657,52.57714323,52.4173974,49.89813504,52.08234234,52.23494943,53.09595109,54.30713344,54.61578127,55.61903994,56.19118856,57.42076188,57.90217144,58.27874418,55.65217681,,
Kazakhstan,KAZ,"Water productivity, total (constant 2015 US$ GDP per cubic meter of total freshwater withdrawal)",ER.GDP.FWTL.M3.KD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.194650705,1.952426239,1.824962811,1.991411155,2.215287023,2.398210278,2.747432276,3.151396977,3.606027218,3.70506175,3.926168087,4.179302959,4.370249918,5.648733199,5.72806806,6.593498833,6.341158225,6.155376404,7.171066792,7.712031419,7.761117318,7.894367767,8.51285467,8.618432959,8.644088633,8.581099362,8.977163295,8.372149593,,
Kenya,KEN,"Water productivity, total (constant 2015 US$ GDP per cubic meter of total freshwater withdrawal)",ER.GDP.FWTL.M3.KD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14.85209604,15.4341185,15.69449675,16.15486123,17.01771062,18.24911515,19.53535828,20.19061929,21.47020981,22.63291268,23.48249802,20.96502524,18.49542079,16.95874444,16.89040508,16.99743049,17.23925747,17.58619594,16.86346209,16.69779707,17.32408431,18.20900565,19.03855057,19.75915039,20.74850358,21.77652588,18.12374725,18.81932909,19.88223471,20.89904378,20.84676363,,
Kyrgyz Republic,KGZ,"Water productivity, total (constant 2015 US$ GDP per cubic meter of total freshwater withdrawal)",ER.GDP.FWTL.M3.KD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.289269295,0.272235813,0.290097189,0.317309816,0.322473787,0.332652247,0.349077745,0.382668776,0.398892638,0.445922093,0.499467879,0.522928518,0.566822242,0.615245156,0.666935692,0.686185421,0.682949599,0.723627951,0.722990071,0.801907832,0.834176913,0.866508154,0.904078699,0.946931462,0.982516295,1.027718192,0.941406674,,
Cambodia,KHM,"Water productivity, total (constant 2015 US$ GDP per cubic meter of total freshwater withdrawal)",ER.GDP.FWTL.M3.KD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.687868954,5.166621036,5.512349486,5.517128525,5.846119234,6.259414723,6.717187348,7.211348328,7.72642401,8.264631085,8.837643907,9.45600534,10.16229038,10.87914921,10.54233002,,
Kiribati,KIR,"Water productivity, total (constant 2015 US$ GDP per cubic meter of total freshwater withdrawal)",ER.GDP.FWTL.M3.KD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
St. Kitts and Nevis,KNA,"Water productivity, total (constant 2015 US$ GDP per cubic meter of total freshwater withdrawal)",ER.GDP.FWTL.M3.KD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,68.49609486,72.4042084,77.89053788,78.44596236,81.52925255,81.53501571,83.20849307,86.57633925,73.99500244,,
"Korea, Rep.",KOR,"Water productivity, total (constant 2015 US$ GDP per cubic meter of total freshwater withdrawal)",ER.GDP.FWTL.M3.KD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,19.51812193,20.91443246,21.50722794,22.28055801,23.62037707,25.14234795,26.36356989,27.22488848,25.09297268,27.19599963,28.86115239,29.46776312,30.93273663,31.89570926,33.5423414,34.97594369,36.81719159,38.95242245,40.12605304,40.44413186,43.19628422,44.78835575,45.86440988,47.31588482,48.83115417,50.20287172,51.68229096,53.3152631,54.86535307,56.09651945,55.69856212,,
Kuwait,KWT,"Water productivity, total (constant 2015 US$ GDP per cubic meter of total freshwater withdrawal)",ER.GDP.FWTL.M3.KD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,159.6940061,205.2083027,201.1614206,190.0021324,183.4806522,179.8356953,163.9711581,160.1975227,153.9695665,152.3750386,170.4113563,179.4654955,190.0124635,195.9098908,199.4644428,196.6601755,176.06852,165.8370074,175.6151424,181.086208,177.329216,172.7124395,168.5308887,164.9222186,145.9068946,149.4582411,148.6332925,135.4713999,,
Latin America & Caribbean (excluding high income),LAC,"Water productivity, total (constant 2015 US$ GDP per cubic meter of total freshwater withdrawal)",ER.GDP.FWTL.M3.KD,,,,,,,,,,,,,,,,,9.127140327,9.741837158,9.285549677,10.2157828,9.64545543,9.918225183,9.782974907,9.616564241,9.808219359,9.703471925,9.620176402,14.48495325,14.19035916,14.12673717,13.69439127,13.83213243,13.72627597,14.01615202,14.46423337,13.88222739,14.16938089,14.76955944,14.92192829,14.88550275,14.82026113,14.6426183,14.25774571,14.22738286,14.80887783,15.17157348,15.73527648,16.06015631,15.77051821,15.02977814,15.2869371,15.81075755,15.91020366,16.30105604,16.20718375,16.06547977,15.58348082,15.78415222,15.80880047,15.71756087,14.65555894,,
Lao PDR,LAO,"Water productivity, total (constant 2015 US$ GDP per cubic meter of total freshwater withdrawal)",ER.GDP.FWTL.M3.KD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.930207044,1.855890145,1.791244443,1.751084489,1.721702617,1.72150896,1.724243423,1.736016346,1.755987156,1.776572669,1.837755565,2.015603435,2.2546033,2.395470013,2.515897365,2.52855313,,
Lebanon,LBN,"Water productivity, total (constant 2015 US$ GDP per cubic meter of total freshwater withdrawal)",ER.GDP.FWTL.M3.KD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12.11461986,6.79894402,8.39474952,12.26965362,13.95392471,15.10949485,15.97323165,16.70146375,18.26217223,18.13843768,18.486407,18.08442711,20.37791738,21.57968287,22.76959775,23.9893876,26.13093434,28.58569623,27.24853111,28.064554,28.93776323,30.24655846,31.05053183,29.84993139,29.24307355,29.05975753,28.55640451,27.55482221,27.98317553,28.20200788,27.72196041,25.73783121,20.22996109,,
Liberia,LBR,"Water productivity, total (constant 2015 US$ GDP per cubic meter of total freshwater withdrawal)",ER.GDP.FWTL.M3.KD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16.89825538,16.99924075,17.24964168,11.78952456,11.84267296,12.21003092,13.19219481,14.45010691,15.48266692,16.30333195,17.29780671,18.71635974,20.21251081,21.9684298,22.12251485,22.11840781,21.77447573,22.30907306,22.56731733,22.01051445,21.35405277,,
Libya,LBY,"Water productivity, total (constant 2015 US$ GDP per cubic meter of total freshwater withdrawal)",ER.GDP.FWTL.M3.KD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12.75709528,13.36585083,12.78681675,12.3414197,13.60111885,13.86338472,15.14185761,15.74255243,16.33474346,15.93795385,14.8983512,15.30745257,7.440297527,13.61110435,11.16138302,8.589487201,8.51710735,8.390122294,11.11622423,11.99900449,10.65563259,8.105762896,,
St. Lucia,LCA,"Water productivity, total (constant 2015 US$ GDP per cubic meter of total freshwater withdrawal)",ER.GDP.FWTL.M3.KD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,39.8723282,41.84573809,40.66196419,41.31412614,43.57954962,43.49245513,42.11184037,42.70821023,42.12650852,43.70752543,45.18792402,46.48970703,46.18745071,34.93405442,,
Latin America & Caribbean,LCN,"Water productivity, total (constant 2015 US$ GDP per cubic meter of total freshwater withdrawal)",ER.GDP.FWTL.M3.KD,,,,,,25.05283806,22.80313961,19.67077888,18.14405899,17.5462879,16.52587607,15.26845696,14.03202678,13.16625176,14.25317445,14.12734903,9.396506083,9.959990902,9.543876799,10.43873772,9.742627807,10.0017745,9.829982695,9.632211966,9.808006446,9.700147594,9.631123838,14.40126548,14.10864246,14.04193393,14.01740775,14.14908543,12.8714878,13.10785169,13.47384581,13.00051137,13.23677625,13.78330645,13.90599788,13.82622751,13.85232404,13.69772652,13.34668985,13.32318936,13.85491825,14.15736693,14.63413319,14.98069479,14.84071705,14.2091272,14.5849709,15.10280977,15.27158838,15.65457421,15.6102951,15.51390321,15.12119701,15.30997301,15.36101901,15.30235065,14.25985386,,
Least developed countries: UN classification,LDC,"Water productivity, total (constant 2015 US$ GDP per cubic meter of total freshwater withdrawal)",ER.GDP.FWTL.M3.KD,,,,,,,,,,,,,,,,,,,,,3.263217535,2.709211925,5.79653778,5.371249533,0.767553475,1.085854943,1.127258155,1.572105741,1.669903366,1.67829843,2.031805162,2.243767092,2.269367949,2.187831298,2.378845492,2.768165691,2.861061295,2.916804367,2.979192129,3.041627639,2.945781555,3.03905605,2.667427548,2.767389099,2.906891455,3.071177835,3.283691921,3.506674224,3.698015766,3.860471025,4.093002111,4.240737193,4.302974787,4.480270367,4.711920125,4.803678163,4.959228436,5.190984122,5.384555052,5.550647138,5.601532885,,
Low income,LIC,"Water productivity, total (constant 2015 US$ GDP per cubic meter of total freshwater withdrawal)",ER.GDP.FWTL.M3.KD,,,,,,,,,,,,,,,,,,,,,,,20.16928176,20.78721224,0.688944185,0.834817503,0.864997983,2.42041499,2.621461781,2.684257774,2.763102501,3.183254069,3.085515829,3.054433988,3.023032028,3.691440644,3.794736537,3.823086015,3.869015914,3.91815309,3.981585204,4.006615089,2.746280086,2.757425095,2.854657049,2.976268934,3.120294303,3.297588386,3.440287975,3.631046901,3.892762584,4.119836166,4.052534651,4.145647122,4.36386412,4.51524743,4.604874429,4.806296179,4.89242769,5.045733253,5.053995284,,
Liechtenstein,LIE,"Water productivity, total (constant 2015 US$ GDP per cubic meter of total freshwater withdrawal)",ER.GDP.FWTL.M3.KD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Sri Lanka,LKA,"Water productivity, total (constant 2015 US$ GDP per cubic meter of total freshwater withdrawal)",ER.GDP.FWTL.M3.KD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.325762244,2.354614962,2.381724446,2.469228935,2.531118793,2.594333346,2.618396162,2.711090977,2.764040004,2.809245471,2.903609009,2.861578051,2.977990533,3.158033467,3.333310313,3.5449014,3.816734786,4.076151613,4.318686227,4.471520735,4.829956378,5.248688625,5.701764947,5.932785999,6.311177838,6.576623168,6.908981034,7.355348277,7.52526302,7.508671027,7.247947682,,
Lower middle income,LMC,"Water productivity, total (constant 2015 US$ GDP per cubic meter of total freshwater withdrawal)",ER.GDP.FWTL.M3.KD,,,,,,,,,,,19.36440113,17.00218543,19.34965693,19.12680323,19.63121625,0.9593619,1.026263254,1.034767815,1.008814093,0.944763733,0.912466216,0.92018869,0.981867136,1.034127731,1.022778523,1.053687498,1.06258207,1.310632994,1.378420908,1.427618034,1.708551377,1.750590381,1.882814722,1.871590857,1.788860095,1.828071485,1.90203854,1.931629872,1.924026702,1.970511816,2.046459469,2.083653755,2.140930085,2.240181709,2.420432837,2.542406088,2.669151125,2.821363476,2.926631708,3.041037516,3.208753047,3.363685425,3.479892751,3.64774172,3.846629459,4.002620363,4.206973882,4.350986562,4.571248496,4.800460058,4.61359948,,
Low & middle income,LMY,"Water productivity, total (constant 2015 US$ GDP per cubic meter of total freshwater withdrawal)",ER.GDP.FWTL.M3.KD,,,,,,,,,,,19.36440113,17.00218543,19.34965693,19.12680323,19.63121625,0.936148333,1.322721931,1.348349194,1.309357005,1.288318196,1.516229022,1.544355694,1.592868562,1.633601725,1.65013252,1.716749096,1.758739642,2.519394773,2.611874185,2.666998725,2.906251911,2.962666728,3.508404242,3.568736458,3.500992949,3.594828433,3.749510066,3.90600817,3.97484002,4.099564601,4.353881816,4.491482974,4.597983306,4.820630588,5.222291044,5.551372675,5.860517749,6.310720619,6.592504943,6.741695204,7.172091375,7.618917071,7.929661684,8.33602036,8.713930853,9.07249925,9.34836353,9.74280449,10.25028614,10.597748,10.62525642,,
Lesotho,LSO,"Water productivity, total (constant 2015 US$ GDP per cubic meter of total freshwater withdrawal)",ER.GDP.FWTL.M3.KD,,,,,,,,,,,,,,,,,,,,,,,,,,,,15.85881995,17.44348638,18.69371216,20.084307,21.76953846,23.59809796,24.7604514,26.60501127,27.8670309,29.84649617,31.39977242,32.35071438,32.98907968,33.18431228,34.36619884,34.61495374,36.19331838,36.80584476,38.08158042,39.69246739,41.35475396,43.63837513,43.09048895,45.35975504,47.45276855,50.45881683,51.36330698,52.24189895,53.8757945,55.81823242,54.06655865,54.10523717,54.60706504,50.04388259,,
Late-demographic dividend,LTE,"Water productivity, total (constant 2015 US$ GDP per cubic meter of total freshwater withdrawal)",ER.GDP.FWTL.M3.KD,,,,,,,,,,,,,,,,,4.38833981,4.422834246,4.460402184,4.564075903,1.439677414,1.476127858,1.518534827,1.584831659,1.663130718,1.802272035,1.879806503,3.499754948,3.644779335,3.74037806,4.14039602,4.264153226,4.962912944,5.130435774,5.341067329,5.632197478,5.914164746,6.271492152,6.463240999,6.744171488,7.3071422,7.751364751,8.162210521,8.68402239,9.359837501,9.996514957,10.87293098,11.54829866,12.24349773,12.54571659,13.33539333,14.28968973,15.0739171,15.89113031,16.75092896,17.69636815,18.14065797,19.24207314,20.30716108,21.038698,21.74266865,,
Lithuania,LTU,"Water productivity, total (constant 2015 US$ GDP per cubic meter of total freshwater withdrawal)",ER.GDP.FWTL.M3.KD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.120657167,4.61248117,5.339963464,6.163763886,6.580221079,7.415872229,8.651009896,9.588045765,11.02239744,12.23263128,13.74742784,15.07450423,17.10548177,21.42742014,23.4171985,33.21235468,58.23572434,70.56828555,87.71435768,113.5718214,108.5268029,137.9643497,171.036437,181.0897097,189.4652956,189.4240623,,
