country,Country Code,Indicator Name,Indicator Code,1960,1961,1962,1963,1964,1965,1966,1967,1968,1969,1970,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022
Tunisia,TUN,"Water productivity, total (constant 2015 US$ GDP per cubic meter of total freshwater withdrawal)",ER.GDP.FWTL.M3.KD,,,,,,,,,,,,,,,,8.52725326,7.963477108,7.260062066,6.909539226,6.658415857,6.527493684,6.609144665,6.321114276,6.369696759,6.493146205,6.621310538,6.113503938,6.135799864,5.796019355,5.584218974,5.739227439,6.049314295,6.616929115,6.862235774,7.187067514,7.468658288,8.129061326,8.709236048,9.275061921,10.00012276,10.75867906,10.33623359,10.41730798,10.84954283,11.46551897,11.80323429,12.35759841,13.1185033,13.60404677,13.54848512,13.49882902,12.80742583,12.93805672,12.85803847,12.87230321,12.6317746,12.42402193,13.42338509,12.84329401,12.99417782,11.65575171,,
Turkiye,TUR,"Water productivity, total (constant 2015 US$ GDP per cubic meter of total freshwater withdrawal)",ER.GDP.FWTL.M3.KD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.666762301,10.18880543,9.514244341,10.05781092,10.58755502,11.17007543,11.2220888,10.65420995,9.853020459,9.52710618,10.41116613,11.31210484,12.19387216,13.05249993,13.7139228,14.23524069,14.18354214,12.55122626,13.07860018,14.01372531,14.1687258,15.15207136,15.67719255,16.0922858,14.98135617,16.33017439,16.18242539,16.19261227,16.50675417,,
Tuvalu,TUV,"Water productivity, total (constant 2015 US$ GDP per cubic meter of total freshwater withdrawal)",ER.GDP.FWTL.M3.KD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Tanzania,TZA,"Water productivity, total (constant 2015 US$ GDP per cubic meter of total freshwater withdrawal)",ER.GDP.FWTL.M3.KD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.761296893,7.709785897,6.513816904,5.657971682,5.054231525,4.654692189,4.337017215,4.149847746,4.047840689,4.317944591,4.64195515,4.989002537,5.314895228,5.674635782,5.997319228,6.31332429,6.713369563,7.228429711,7.553720147,8.065982145,8.609021318,9.139391162,9.767003773,10.42976141,10.99765853,11.63552273,11.86780773,,
Uganda,UGA,"Water productivity, total (constant 2015 US$ GDP per cubic meter of total freshwater withdrawal)",ER.GDP.FWTL.M3.KD,,,,,,,,,,,,,,,,,,,,,,,19.78833972,20.57220194,20.16128518,19.17663644,18.94241171,19.38176931,20.65770922,21.63544458,22.68868087,23.5929604,24.04219321,25.66818092,26.9233526,29.60465512,31.84378328,33.01120689,34.16438089,36.42568655,37.0777236,37.19685589,38.65808161,36.52296323,35.05906181,33.85137754,34.34421199,34.34158636,34.64178539,36.99795243,39.0837533,42.75436477,44.39504453,45.98745297,48.33571365,50.84330274,53.27412119,54.94234996,58.40587383,62.16647913,64.00120242,,
Ukraine,UKR,"Water productivity, total (constant 2015 US$ GDP per cubic meter of total freshwater withdrawal)",ER.GDP.FWTL.M3.KD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.109310875,4.552402724,3.650607714,3.339091296,3.136155014,3.180692354,3.269232588,3.426278049,3.820369937,4.306830347,4.70751959,5.357103573,6.232699901,6.697955,7.226361912,7.844904118,8.046242999,6.850057961,7.151201537,8.077907804,8.710904243,9.439038926,9.256906742,9.993518438,10.00032265,8.916744876,9.227793246,9.620999382,10.37301477,,
Upper middle income,UMC,"Water productivity, total (constant 2015 US$ GDP per cubic meter of total freshwater withdrawal)",ER.GDP.FWTL.M3.KD,,,,,,,,,,,,,,,,,4.082945881,4.342843407,4.229464825,4.70209573,2.250140022,2.306715892,2.335213622,2.36575148,2.501530183,2.623516582,2.710832258,4.144372351,4.261582121,4.323581371,4.589298607,4.671783133,5.476813727,5.576084925,5.673247964,5.832670942,6.125650297,6.490389374,6.706411427,6.959705255,7.389856974,7.761585455,8.078616092,8.526752993,9.183271582,9.818558487,10.62756631,11.27164178,11.85026829,12.01194407,12.74961181,13.60161092,14.28409587,15.06338679,15.68882114,16.46680666,16.69650947,17.56272259,18.52507434,18.69798568,19.48335468,,
Uruguay,URY,"Water productivity, total (constant 2015 US$ GDP per cubic meter of total freshwater withdrawal)",ER.GDP.FWTL.M3.KD,,,,,,25.05283806,22.80313961,19.67077888,18.14405899,17.5462879,16.52587607,15.26845696,14.03202678,13.16625176,12.72928486,12.73619796,12.52413228,12.05674209,12.08668232,12.24053903,12.3814734,12.04080235,10.42342115,8.986547747,8.54935955,8.35995943,8.777931725,9.158854767,8.990334036,8.801551991,8.556586048,8.595386099,9.008686625,8.98801281,9.37870394,8.996841119,9.25233414,9.789309955,9.979406233,9.55040982,9.146015927,8.79443119,8.114445137,8.179789458,8.589119238,9.229878882,9.608172609,10.23669226,10.97129211,11.43685825,12.32932315,12.96577921,13.42453165,14.0470995,14.50205572,14.55582083,14.80178482,15.04272146,15.11461171,15.16758043,14.23910059,,
United States,USA,"Water productivity, total (constant 2015 US$ GDP per cubic meter of total freshwater withdrawal)",ER.GDP.FWTL.M3.KD,,,,,,,,,,,,,,,,,,,,,13.6800033,14.17089835,14.0594791,14.85777581,16.10142022,16.95200885,17.72842239,18.54195084,19.52968786,20.47293897,21.09450621,21.03322871,21.73446302,22.29195625,23.14797935,23.7262748,24.576855,25.62351006,26.72357847,27.95448775,29.048153,29.25740215,29.69103087,30.45721462,31.56436662,32.59557436,34.36132153,35.97417797,36.99115758,37.02978158,39.12834262,39.24558275,39.66169965,39.91594764,40.35332261,40.96800188,41.65113187,42.58491743,43.83920713,44.84507103,43.60384803,,
Uzbekistan,UZB,"Water productivity, total (constant 2015 US$ GDP per cubic meter of total freshwater withdrawal)",ER.GDP.FWTL.M3.KD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.488795411,0.48497314,0.493805777,0.520103828,0.543116657,0.567148535,0.589604226,0.610032058,0.648079785,0.690543817,0.758870808,0.830515887,0.889786684,0.971230863,1.055840661,1.137532536,1.220408581,1.308457122,1.397354917,1.495009436,1.593200256,1.563225702,1.673869067,1.618384778,1.704933448,1.802278878,1.836274277,,
St. Vincent and the Grenadines,VCT,"Water productivity, total (constant 2015 US$ GDP per cubic meter of total freshwater withdrawal)",ER.GDP.FWTL.M3.KD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,50.51224537,51.41989813,53.49104235,55.96156442,57.77155331,59.01956774,60.36090926,65.49324757,70.49861938,74.05972808,73.91329593,80.78570646,85.30469979,87.57459377,88.35310945,86.38927231,87.93456286,91.15922436,95.76866421,96.86593913,99.56387248,103.6953401,105.4263935,108.6443686,109.0833032,103.2880932,,
"Venezuela, RB",VEN,"Water productivity, total (constant 2015 US$ GDP per cubic meter of total freshwater withdrawal)",ER.GDP.FWTL.M3.KD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
British Virgin Islands,VGB,"Water productivity, total (constant 2015 US$ GDP per cubic meter of total freshwater withdrawal)",ER.GDP.FWTL.M3.KD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Virgin Islands (U.S.),VIR,"Water productivity, total (constant 2015 US$ GDP per cubic meter of total freshwater withdrawal)",ER.GDP.FWTL.M3.KD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Vietnam,VNM,"Water productivity, total (constant 2015 US$ GDP per cubic meter of total freshwater withdrawal)",ER.GDP.FWTL.M3.KD,,,,,,,,,,,,,,,,,,,,,,,,,0.784768929,0.787967432,0.788189533,0.795076873,0.814595077,0.852845087,0.874606558,0.891614499,0.933328228,0.973135773,1.02310507,1.083828377,1.147297382,1.202509212,1.233729639,1.25502833,1.302334164,1.344727125,1.391237455,1.451493,1.520924505,1.594746702,1.706027406,1.827658707,1.931136561,2.035377334,2.166114469,2.305031239,2.431912735,2.566969014,2.731826096,2.92270334,3.118232463,3.334643651,3.583574508,3.847299826,3.957540815,,
Vanuatu,VUT,"Water productivity, total (constant 2015 US$ GDP per cubic meter of total freshwater withdrawal)",ER.GDP.FWTL.M3.KD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
World,WLD,"Water productivity, total (constant 2015 US$ GDP per cubic meter of total freshwater withdrawal)",ER.GDP.FWTL.M3.KD,,,,,,,,,,,24.81566999,24.8988156,25.64731761,26.85049908,27.42340509,3.565366032,3.895366223,3.92241242,3.914457125,3.957820092,8.682436416,8.780111611,8.753097344,8.969760321,9.093612206,9.379238045,9.646284196,10.1870328,10.62109948,10.98651991,11.06043879,11.8416599,11.70693865,11.87434421,11.77877807,12.03548829,12.35269438,12.87566682,13.12846339,13.46175873,13.89140568,14.09983959,14.1950655,14.50286549,15.19886373,15.68540385,16.03814259,16.55419315,16.6101549,16.4199394,17.05676505,17.60138028,17.82519943,18.2839881,18.78627299,19.36419951,19.69728612,20.22113065,20.93892088,21.42437544,21.02389814,,
Samoa,WSM,"Water productivity, total (constant 2015 US$ GDP per cubic meter of total freshwater withdrawal)",ER.GDP.FWTL.M3.KD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kosovo,XKX,"Water productivity, total (constant 2015 US$ GDP per cubic meter of total freshwater withdrawal)",ER.GDP.FWTL.M3.KD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Yemen, Rep.",YEM,"Water productivity, total (constant 2015 US$ GDP per cubic meter of total freshwater withdrawal)",ER.GDP.FWTL.M3.KD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.185417898,8.563411416,9.122455918,9.342543801,9.820467169,10.2233431,10.54088205,10.9325388,11.42468728,11.69006243,12.26307517,12.59478765,12.95332146,13.29944459,13.68593951,14.30448104,14.75799165,15.25067657,15.80695559,16.41808877,17.68266038,15.43432835,15.80367031,16.56596336,16.53470501,11.90588937,10.7896975,10.24246609,10.31953528,,,,
South Africa,ZAF,"Water productivity, total (constant 2015 US$ GDP per cubic meter of total freshwater withdrawal)",ER.GDP.FWTL.M3.KD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13.93126348,13.87438198,13.66207008,13.91688982,14.45239994,14.99456394,15.66608071,16.1009389,16.2092164,16.62677473,17.41081993,17.58692717,17.9427084,18.17782022,18.70794959,19.39134562,20.16688993,20.92995538,21.27939316,20.64766062,20.97058915,21.32957152,21.53658542,23.61865308,20.77257061,18.58037462,18.32093745,18.21750535,18.2499958,17.97587924,16.57879299,,
Zambia,ZMB,"Water productivity, total (constant 2015 US$ GDP per cubic meter of total freshwater withdrawal)",ER.GDP.FWTL.M3.KD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.846597201,4.156838973,3.843935099,3.994539148,4.285434259,4.493887087,4.522300869,4.781461282,5.019638873,5.342261672,5.642472656,6.034340913,6.458699609,6.926025214,7.473437084,8.097651152,8.727154116,9.531828131,10.51343708,11.09846804,11.9416845,12.54560316,13.13499464,13.51858575,14.02913936,14.52076755,15.10660703,15.32433947,14.89754818,,
Zimbabwe,ZWE,"Water productivity, total (constant 2015 US$ GDP per cubic meter of total freshwater withdrawal)",ER.GDP.FWTL.M3.KD,,,,,,,,,,,,,,,,,,,,,,,,,,,,11.29001873,10.43979812,9.631873152,9.176385669,8.728092309,7.227751396,6.70165795,6.763051855,6.294374313,6.487413205,6.248354435,6.053361968,5.672712341,5.211719803,5.024126718,4.360661707,3.732287049,3.628535514,3.53493285,3.529800575,3.52182788,2.917434438,3.288370776,4.018423124,4.634737979,5.398923758,5.606955014,5.726621542,5.880153346,5.920922817,6.278785906,5.837430428,5.467778275,5.040364746,,
